community_id,tbrc_id,community_name,description
959,G2064,Pangsa Monastery,"<p>
	Pangsa was a small Kadam monastery in Meldro.</p>
"
960,G4CZ1581,Wolkha Samling Monastery,"<p>
	Olkha Samling was a small Kadam or Geluk monastery where <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a> taught Guhyasamāja. Prior to its association with the Geluk tradition in the 14th century, it was a site of Kagyu practice.&nbsp;</p>
"
961,G1AG38,Khakyong Drak,"<p>
	Khakyong Drak, a Kadam monastery in Tanak, was&nbsp;founded by <a href=""/biographies/view/Chegompa-Sherab-Dorje/TBRC_P4892"">Chegompa Sherab Dorje</a> in the twelfth century.</p>
"
962,G4466,Tashi Dokha,"<p>
	The hermitage of Tashi Dokha was established by <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a> in 1415. It is the site he first met his disciple <a href=""/biographies/view/Gendun-Drub/TBRC_p80"">Gendun Drub</a>, the First Dalai Lama.</p>
"
964,G2CN11100,Lekshe Ling,"<p>
	Lekshe Ling was a Karma Kagyu hermitage in U.</p>
"
968,G1PD110071,Rumtek,"<p>
	Rumtek, a Kagyu monastery near Gangtok in Sikkim, was founded in the sixteenth century by the <a href=""/biographies/view/Ninth-Karmapa,-Wangchuk-Dorje./TBRC_P889"">Ninth Karmapa, Wangchuk Dorje.</a>&nbsp;It is the largest monastery in Sikkim and the seat of the Kagyu tradition in Sikkim. It was significantly rebuilt with patronage of the Sikkimese royal family by the <a href=""/biographies/view/Sixteenth-Karmapa,-Rangjung-Rigpai-Dorje/TBRC_P865"">Sixteenth Karmapa, Rangjung Rigpai Dorje</a>, who in 1959 left <a href=""/geographies/view/Tsurpu/TBRC_G33"">Tsurpu</a> in central Tibet and fled to Sikkim with his brother, the <a href=""/biographies/view/Sixth-Dzogchen-Ponlob,-Jikdrel-Tsewang-Dorje/TBRC_p3ag42"">Sixth Dzogchen Ponlob, Jikdrel Tsewang Dorje</a> and other followers. Rumtek is the tradition&#39;s primary seat in exile.The Sixteenth Karmapa&#39;s relics are installed at Rumtek.&nbsp;</p>
"
970,G4165,Rudam Yangwen Sengdruk Puk,"<p>
	Rudam Yangwen Sengdruk Puk, a hermitage in caves above <a href=""/geographies/view/Dzogchen-Monastery/TBRC_G16"">Dzogchen Monastery</a>, was in existence by at least the nineteenth century when <a href=""/biographies/view/Sengdruk-Pema-Tashi/TBRC_P2914"">Sengdruk Pema Tashi</a> meditated there.&nbsp;</p>
"
971,G1TD4,Gampo Zanglung,"<p>
	Gampo Zanglung is a retreat place in Dakpo. It was here that <a href=""/biographies/view/Gomchung-Sherab-Jangchub/TBRC_P1841"">Gomchung Sherab Jangchub</a> fell off a rock and died in the twelfth century.&nbsp;</p>
"
972,G1TD5,Tsur Lhalung,"<p>
	Tsur Lhalung was a Marpa Kagyu monastery founded in the twelfth century in Tolung in central Tibet by <a href=""/biographies/view/Gompo-Tsultrim-Nyingpo/TBRC_P1845"">Gompo Tsultrim Nyingpo</a>, the nephew of <a href=""/biographies/view/Gampopa/TBRC_P1844"">Gampopa</a>.&nbsp;</p>
"
974,G37,Tsādra Rinchen Drak,"<p>
	Tsādra Rinchen Drak was the personal hermitage and retreat center of <a href=""/biographies/view/Jamgon-Kongtrul/TBRC_p264"">Jamgon Kongtrul</a>, located above <a href=""/geographies/view/Pelpung-Monastery/TBRC_G36"">Pelpung Monastery</a> in Kham. Kongtrul began to practice on the site in 1843, and formally opened it in 1857 with the assistence of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a> and <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_p258"">Jamyang Khyentse Wangpo</a>. The first three-year retreat began there in 1861.</p>
"
976,G4935,Dzamtang Gepel Hermitage,"<p>
	Gepel Hermitage, near Dzamtang, Amdo, was developed by <a href=""/biographies/view/Bamda-Gelek/TBRC_P4799"">Bamda Gelek</a> in the nineteenth century.</p>
"
977,G1AG47,Yutok Monastery,"<p>
	Yutok Monastery is a small Karma Kagyu institution in Dzamtang, Amdo, that was founded by <a href=""/biographies/view/Situ-Paṇchen-Chokyi-Jungne/TBRC_p956"">Situ Paṇchen Chokyi Jungne</a>.</p>
"
979,G2DB94319,Bora,"<p>
	Bora, a Geluk monastery located in Amdo, is a branch of nearby Labrang Monastery. It was founded in 1757.&nbsp;</p>
"
981,NULL,Tsongkhapa Lhakhang,"<p>
	The Tsongkhapa Lhakhang is a rebuilt chapel located within the <a href=""/geographies/view/Gyeltang/TBRC_G1519"">Gyeltang</a> monastic complex. It contains a large statue of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, as well as paintings of the monastery&#39;s protector deities.&nbsp;</p>
"
982,G1884,Tege ,"<p>
	Tege Monastery was named after the nearby village of Tege, close to Chabcha in Hainan prefecture. The Nyingma monastery was founded in 1984.&nbsp;</p>
"
983,G1KR1910,Pari Drigung,"<p>
	Pari Drigung is a Geluk monastery that was founded in 1619 in Pari Dzong in Gansu province.&nbsp;</p>
"
984,NULL,Tashi Chopel Dratsang,"<p>
	Dashchoimbel Datsan was established by the <a href=""/biographies/view/Second-Jebtsundampa-Khutuktu/TBRC_P4614"">Second Jebtsundampa Khutuktu</a> and the Manzhir Khutagt in 1756 as the first philosophical college of Mongolia. During the time of the Fifth Jetsundampa, it was named and moved from Dolonnuur&nbsp;(Duolon, Inner Mongolia) to its present location in the capital of Khalkha Mongolia.&nbsp;As part of the <a href=""/geographies/view/Ikh-Khuree/TBRC_G2KR132"">Ikh Khuree</a> monastic city, the college followed a Gelukpa curriculum based on the writings of <a href=""/biographies/view/Jamyang-Zhepa/TBRC_P423"">Jamyang Zhepa</a>. Although destroyed in 1938 during the purges, the college was rebuilt on the original site in 1994 and continues to be an active site of Buddhist study.&nbsp;</p>
"
985,G4022,Jakhyung Rito Pendeling,"<p>
	Ba Rito Gon, known also as Jakhyung Rito Pendeling, is a Geluk temple in the seat of Batang county. It contains numerous original images and a chapel dedicated to the Fourth Panchen Lama. Recently it was home to three monks and the Batang County Buddhist Association.</p>
"
986,NULL,Nyangto Sertreng Monastery,"<p>
	Sertreng Monastery in Nyangto was a Kagyu monastery. It was in existence by the early thirteenth century, as <a href=""/biographies/view/Zang-Samlingpa/TBRC_P4206"">Zang Samlingpa</a> spent time there practicing Mahāmudrā.</p>
"
987,G4293,Kyoda Monastery,"<p>
	Kyoda Monastery is a Sakya institution in Chamdo associated with <a href=""/geographies/view/Chamdo-Jampa-Ling/TBRC_G180"">Chamdo Jampa Ling</a>.</p>
"
988,G1KR10,Serwo,"<p>
	Serwo is a Geluk monastery in Amdo that was founded in 1786.</p>
"
989,G3828,Dzongsho,"<p>
	Dzongsho, located in Pelyul county, Kham, was the second of <a href=""/biographies/view/Jamgon-Kongtrul/TBRC_p264"">Jamgon Kongtrul</a>&#39;s hermitages, after <a href=""/geographies/view/Tsadra-Rinchen-Drak/TBRC_G37"">Tsadra Rinchen Drak</a>. He opened the site in 1857 and formally consecrated it in 1867, with <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_P258"">Jamyang Khyentse Wangpo</a> and <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a>. It one of the 25 power places of Kham and Amdo containing numerous caves as well as a pilgrimage circuit. It is a Shangpa Kagyu institution.</p>
"
991,NULL,Tsongkhapa Hall,"<p>
	The Tsongkhapa Hall within <a href=""/geographies/view/Chatreng-Sampel-Ling/TBRC_G3998"">Chatreng Sampel Ling</a> contains an impressive statue of Tsongkhapa.&nbsp;</p>
"
992,G1AG58,Wenne Gurulung,"<p>
	Wenne Gurulung was a hermitage associated with <a href=""/geographies/view/Riwoche-Monastery/TBRC_g70"">Riwoche Monastery</a> in Kham. It was in existence by the early twentieth century, when <a href=""/biographies/view/Gara-Lama-Sonam-Rabten/TBRC_P2CZ8003"">Gara Lama Sonam Rabten</a> spent time there.</p>
"
994,G1AG60,Khacho Deden,"<p>
	Khacho Deden was a hermitage associated with <a href=""/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>, located about 2 hours walk from the famous Kumbum. <a href=""/biographies/view/Tukje-Tsondru/TBRC_P858"">Tukje Tsondru</a> practiced there and wrote several of his Kālacakra manuals. Dolpopa is said to have realized his zhentong views while at the Khacho Deden hermitage.</p>
"
995,G1AG61,Kyipuk Deden,"<p>
	Kyipuk Deden was a hermitage in central Tibet. <a href=""http://treasuryoflives.org/biographies/view/Tukje-Tsondru/TBRC_P858"">Tukje Tsondru</a> practiced there before participating in the establishment of associated with <a href=""http://treasuryoflives.org/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>.</p>
"
996,G212,Bardrok Dorje Ling,"<p>
	Bardrok Dorje Ling was a Drukpa Kagyu monastery in southern Tibet.</p>
"
997,G511,Bamo Choding,"<p>
	Bamo Choding was a Drukpa Kagyu monastery in southern Tibet.</p>
"
999,G3263,Mokpa Lhatse,"<p>
	Mokpa Lhatse was a Kagyu monastery in southern Tibet. <a href=""/biographies/view/Pema-Karpo/TBRC_P825"">Pema Karpo</a> wrote some of his works there.</p>
"
1000,G2840,Zurlung Pelchen Lhakhang,"<p>
	Zurlung Pelchen Lhakhang, located in the Gyantse region, was established by <a href=""/biographies/view/Zurchung-Sherab-/TBRC_P2890"">Zurchung Sherab </a>Drakpa in the eleventh century.</p>
"
1001,G1AG62,Nekhar Monastery,"<p>
	Nekhar Monastery was a small Kagyu institution in central Tibet. <a href=""/biographies/view/Dakpo-Duldzin/TBRC_P1850"">Dakpo Duldzin</a> received ordination there from <a href=""/biographies/view/Gomchung-Sherab-Jangchub/TBRC_p1841"">Gomchung Sherab Jangchub</a>.</p>
"
1002,G1KR2692,Raknyak,"<p>
	Raknyak, a Geluk monastery in Yushu, was intitally founded as a Kagyu institution in 1295 and later converted to Geluk. It is the seat of the Raknyak incarnation line.</p>
"
1004,G3705,Rigdzin Rapel Ling,"<p>
	Rigdzin Rapel Ling is a Nyingma monastery in Rebkong that was founded in 1727. It is associated with the Alak Gyelpo incarnation line.&nbsp;</p>
"
1005,G169,Jakrong,"<p>
	Jakrong monastery, located in Amdo, was in existence from at least the eighteenth century when the <a href=""/biographies/view/Sixth-Dalai-Lama/TBRC_P352"">Sixth Dalai Lama</a> is rumored to have settled after leaving central Tibet. This alternate history maintains that Tsangyang Gyatso did not die soon after arriving in Amdo in 1706, purportedly enroute to visit the Emperor.&nbsp;</p>
"
1009,G4347,Khyungritang,"<p>
	Khyungritang Monastery, a Geluk monastery in Amdo, was founded in 1944 by&nbsp;<a href=""/biographies/view/Kelzang-Jinpa-Gyatso/TBRC_P8972"">Kelzang Jinpa Gyatso</a>.&nbsp;</p>
"
1010,G1634,Tsopu,"<p>
	Tsopu is a monastery and hermitage affiliated with <a href=""/geographies/view/Katok/TBRC_G17"">Katok</a>. It was in existence by at least the eighteenth century when the First Tsopu Drubchen, <a href=""/biographies/view/Choying-Rangdrol/TBRC_P6010"">Choying Rangdrol</a>, devoted his life to meditation here, his title being derived from the place name.&nbsp;</p>
"
1012,G1AG63,Nyamyo Jashong Monastery,"<p>
	Nyamyo Jashong Monastery was a Sakya monastery in Tsang. <a href=""/biographies/view/Labsum-Gyeltsen/TBRC_P1090"">Labsum Gyeltsen</a> was ordained there in 1570.</p>
"
1013,G3639,Garje,"<p>
	Garje is a Nyingma monastery in Kham. It is a branch of <a href=""/geographies/view/Katok-Monastery/TBRC_g17"">Katok Monastery</a>.&nbsp;</p>
"
1014,NULL,Katok Drakdong Ritro,"<p>
	Katok Drakdong Ritro, a hermitage affliated with <a href=""/geographies/view/Katok-Monastery/TBRC_G17"">Katok Monastery</a>, was in existence by at least the 19th century when <a href=""/biographies/view/Tubten-Gyeltsen-Ozer/TBRC_P6048"">Tubten Gyeltsen Ozer</a> settled there.&nbsp;</p>
"
1015,NULL,Gyelrong Ritro,"<p>
	Gyelrong Ritro, a hermitage presumably in Gyelrong, was in existence by at least the eighteenth century when&nbsp;<a href=""/biographies/view/The-Second-Chakri-Nyidrak,-Pema-Tekchok-Tenpai-Gyeltsen/TBRC_P692"">The Second Chakri Nyidrak, Pema Tekchok Tenpai Gyeltsen</a>, visited during his tour of Kham.</p>
"
1016,G3747,Litang Nyingma Dratsang,"<p>
	Litang Nyingma Dratsang, a Nyingma college located in Litang, Kham, was either established or renovated by the Third Nyingon Choktul, <a href=""/biographies/view/Zhenpen-Dorje/TBRC_P6029"">Zhenpen Dorje</a> in the nineteenth century. A college within <a href=""/geographies/view/Litang-Monastery/TBRC_G400"">Litang Monastery</a>,&nbsp;a Geluk institution, Nyingma Dratsang at one time housed about hundred monks engaged in the study of the Nyingma tradition. The current status of this college is unknown.</p>
"
1017,G1KR1012,Drugu Gon,"<p>
	Drugu is a Drukpa Kagyu monastery located in Kham, near Chamdo. It is near a noted treasure site of the same name.&nbsp;<a href=""/biographies/view/Śākya-Śrī/TBRC_P620"">Śākya Śrī</a>, the Nyingma teacher who attracted a large following, due in part to his purported yogic powers, worked as a cook at Drugu in his youth. There is another <a href=""/geographies/view/Drugu/TBRC_G1KR983"">Drugu</a> monastery in the area that is a Geluk institution.</p>
"
1018,G1AG64,Langling Monastery,"<p>
	Langling Monastery, in Naksho, Kham, was established in the fifteenth century by <a href=""/biographies/view/Zhangzhung-Chowang-Drakpa/TBRC_p4341"">Zhangzhung Chowang Drakpa</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a>.</p>
"
1019,G1AG65,Wikcho Dzong,"<p>
	Wikcho Dzong was established in southern Kham in the fifteenth century by <a href=""/biographies/view/Zhangzhung-Chowang-Dorje/TBRC_p4341"">Zhangzhung Chowang Dorje</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a>.</p>
"
1020,G2482,Tashi Choling Hermitage,"<p>
	Tashi Choling is one of the many hermitages above <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a> outside of Lhasa, although formally, while associated with <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a> and the <a href=""/geographies/view/Tantric-College/TBRC_g248"">Tantric College</a> at Sera, it is officially independent. It was devoped by Lazang Khan in the early eighteenth century as the winter residence for his tantric monks, and, more recently, was controlled by the <a href=""/biographies/view/Second-Pabongkha,-Dechen-Nyingpo/TBRC_p230"">Second Pabongkha, Dechen Nyingpo</a>.&nbsp;</p>
"
1021,G2479,Chubzang Hermitage (Sera),"<p>
	Chubzang is one of the many hermitages above <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a> outside Lhasa. It was established by <a href=""/biographies/view/Trinle-Gyatso/TBRC_P3649"">Trinle Gyatso</a>, a student of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a>, and is administered by the <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a>.</p>
"
1022,G1KR827,Ani Tsemkhung,"<p>
	Ani Tsemkhung is a nunnery in Lhasa.&nbsp;</p>
"
1023,G3388,Driru Drubde,"<p>
	Driru Drubde, also known as Takpu Drubde Genden Lukzang Kunpel Ling, in Takpu, was founded by <a href=""/biographies/view/Takpu-Pema-Vajra/TBRC_P231"">Takpu Pema Vajra</a> in 1920. Prior to its destruction during the cultural revolution it was home to 60-70 monks. Restoration began in 1986.</p>
"
1024,G1PD129182,Kumbum Printing Press,"<p>
	The Kumbum Monastery Printing Press was founded in the eighteenth century. The press has printed the works of Tsongkhapa, <a href=""/biographies/view/Gyeltsabje-Darma-Rinchen/TBRC_P65"">Gyeltsabje Darma Rinchen</a> and <a href=""/biographies/view/Kedrupje-Gelek-Pelzang/TBRC_P64"">Kedrupje Gelek Pelzang</a>, including many other scholars.&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
"
1025,G1AG68,Nalatse Nepoche,"<p>
	Nalatse Nepoche was a temple in Gungtang. It was the site where <a href=""/biographies/view/Marton-Chokyi-Gyelpo/TBRC_P8LS14473"">Marton Chokyi Gyelpo</a> wrote his text <em>The Incisive Vajra</em>. It is where <a href=""/biographies/view/Mel-Lotsawa/TBRC_p3088"">Mel Lotsawa</a> taught <a href=""/biographies/view/Sachen-Kunga-Nyingpo/TBRC_p1615"">Sachen Kunga Nyingpo</a>.</p>
"
